,answer
82513,tennis
316666,yes
132121,no
74415,yellow and blue
177204,yes
326315,brown
204518,brown
193363,green
278214,no
43062,yes
287837,cat
52260,no
326936,18
9119,ceramic
169677,juice
122252,yes
173513,fan
93989,lettuce
220123,brown
110183,on building
92217,oranges
199163,night
181354,yes
186303,suitcase
129461,yes
303921,no
168986,left
100425,no
138535,wood
216147,white
49640,hot dog
254349,no
16382,yes
45131,hydrant
387958,yes
196362,phone
347477,1
296776,red
118164,no
14378,yes
312075,no
139412,horse
67609,no
141775,3
4497,sunny
331017,yellow
46237,surfer
28487,dog
278463,luggage
215981,no
76852,yes
222198,yes
354796,1
310234,no
155422,no
105881,bicycles
56179,sandals
45059,clear
343393,red
166210,rectangle
347260,white
385157,frisbee
225891,napkin
178964,2
110391,no
23245,yes
284750,4
298796,hay
316103,red
294982,5
133779,no
130212,no
84574,sitting
44340,no
94480,left
70563,basket
72190,talking on phone
66967,windows
234372,white
165587,no
222259,headband
381387,sidewalk
279935,white
148677,red
134946,pine
141763,beach
165399,1
5375,black
16586,young
3736,no
214881,africa
25647,paddle
271963,right
10793,finch
17906,1
34899,yes
345170,white
159374,giraffe
387824,1
1584,brown
105443,triangle
262173,yes
352809,frisbee
87390,2
112934,skiing
115448,no
275672,frisbee
359854,no
78072,20
378161,no
172500,no
136893,yes
374208,0
130694,dog
47382,no
165569,yes
77051,no
292702,no
216284,yes
335571,no
31479,yes
171710,no
275745,no
69421,no
77416,stripes
333727,birds
366713,no
81131,skiing
380623,1
21794,yes
175538,yes
85273,yes
120239,pink
86791,no
111608,yes
54756,right
294301,yes
322041,yes
303645,helmet
198512,walk
362751,blue
192661,outdoors
255528,words
110683,no
255224,yes
302345,flags
297772,yes
258670,no
360172,yes
230783,no
331513,0
338492,3
139498,skiing
315743,2
234297,yes
259902,yes
357474,no
59647,yes
326801,girl
187155,4
238276,brown
161400,yes
151668,table
69920,0
329076,glasses
305890,1
223291,yes
200295,cake
371176,guitar
348424,yes
40494,water
224590,no
272657,no
145990,horse
347268,yes
344919,tan
147689,yes
11405,no
63765,1
196175,star
290315,spoon
212290,no
203531,no
240340,spinach
370809,no
328117,motorcycle
27351,roman
201503,1
262315,military
385466,bathroom
49184,no
97203,yellow
270730,yes
250601,skiing
115459,air canada
347963,no
346541,0
353272,yes
21896,2
273922,yes
121305,bathroom
67244,no
318559,yes
262413,yes
159398,no
333300,no
225379,pizza
152811,yes
330327,1
155788,12
273892,2
265320,yes
165096,yes
182357,3
180000,yes
312731,skiing
295387,lab
164529,blue
374095,14
56034,apples
304982,no
384844,soccer
91235,blue
384754,no
50860,no
112768,man
378145,night
183755,red
90455,blue
62353,clean
7036,yes
236993,both
274599,3
343159,9
58228,no
223767,yes
112206,man
320165,3
15058,1
316314,yes
54055,yes
151402,no
98198,no
329995,2
233846,suitcase
121518,no
303228,frisbee
115146,orange
350675,5
38570,no
378814,no
294302,blue
227008,cat
93672,no
48357,coffee
311019,no
350358,4
199701,africa
77027,no
84040,carrots
210604,sheep
57914,umbrella
16458,no
344389,yes
276044,right
5325,electricity
152938,2
285900,no
106399,no
72984,yes
115168,2
100955,no
377007,zoo
94487,no
254692,yes
306772,gray
237067,yes
75516,on wall
243967,concrete
145717,0
249906,yes
11445,party
304837,ducks
20078,yes
231211,no
91700,no
341994,no
241835,no
293899,passenger
141833,skateboarding
97809,3
77101,5
57790,yellow
316625,hat
288556,yes
119406,grass
323128,4
129847,2
4760,turkey
130019,fall
314774,yes
205225,yes
288321,lilies
14526,cooking
136453,no
28383,yes
294790,yes
77200,horses
303208,brown
87806,no
374979,no
169019,no
20298,horses
171474,medium
190356,jeep
107295,0
55122,yes
12832,no one
244569,fence
354187,yes
66476,boy
235398,concrete
184652,no
272486,1
264725,no
365967,100
124088,yes
116523,yes
125257,building
113782,umbrellas
98137,25
309737,no
12550,pitcher
348422,yes
302981,skateboards
139924,0
137277,black
259352,23
38268,0
155402,white
147934,outside
7015,yellow
337059,1
384599,1
213304,yes
131428,walking
204761,2
57967,no
184189,1
9400,yes
37338,no
270381,0
299982,good
124442,yes
106562,oranges
4483,no
166109,yes
358677,no
265958,sitting
154488,soccer
191668,no
281789,yes
101989,pizza
276137,egg
26256,clear
243104,no
96000,no
290348,no
252045,lighthouse
321527,pepperoni
157432,yes
238757,yes
337478,on wall
43898,1
377533,1
361411,no
58137,no
141363,no
20162,wood
370037,yes
301982,yes
195444,no
304043,giraffe
178932,phone
128739,yes
82386,wii
148669,pizza
101007,rectangle
38721,oak
175503,no
20371,elephants
164638,no
11276,nike
261219,yes
214313,yes
85456,1
25535,africa
225422,umbrella
206542,no
330627,no
266563,yes
150307,sidewalk
289568,no
360851,no
265271,1
226568,yes
147778,nothing
141102,no
9089,0
269718,man
60372,hats
43490,yes
107163,no
124482,1
202900,yes
66816,truck
60146,no
267804,beach
301705,no
236968,black
119938,yes
126869,none
11347,laptop
277441,leather
277677,3
300143,1
165106,no
195080,no
221884,no
335186,skateboarding
255849,truck
344560,spring
10043,no
185236,200
86319,white
171228,no
172659,sky
59116,yes
197795,no
360043,3
297477,white
40929,yes
250320,yes
180063,no
292464,yes
274047,0
141841,glasses
173751,yes
319061,yes
374722,yes
288243,ball
137307,red
113814,1
86678,yes
211405,laptop
273307,7
45668,left
142465,no
272364,palm
101656,3
24619,no
338581,yes
292175,green
53247,right
345351,yes
49068,playing baseball
43015,no
95854,no
294285,truck
130791,yes
15277,red
12085,brown
248376,no
1216,yes
335488,yes
88376,water
20486,motorcycle
370955,fork and knife
349951,toilet
275874,train
1921,no
274493,1
232970,yes
253549,lettuce
258331,25
136575,no
205437,night
5203,yes
26982,boat
363798,yes
84686,yes
185310,white
252344,no
161596,yes
121353,frisbee
380664,4
205997,donuts
297879,peppers
14517,1
150339,english
5249,white
155036,blue
318751,no
108300,yes
210836,suv
171053,no
339588,no
312615,yes
90793,no
20349,no
334265,yes
130982,no
229101,2
106769,yes
257161,no
55161,no
9591,sitting
207771,no
185088,resting
16508,no
150833,camera
197625,basketball
80129,2
34276,no
222579,1
256281,yes
33335,yes
169012,yes
122099,4
42024,no
310110,yes
92461,microwave
214517,nothing
287431,concrete
185358,no
324603,yes
132713,eating
98940,frisbee
269481,eating
310517,grass
280827,yes
144563,no parking
364388,table
123627,yes
234446,yes
355689,yes
88041,cat
174843,yes
181134,zebra
191164,black
204526,12
29293,open
173576,yes
66997,wood
287009,no
1640,black
266346,1
339034,no
125009,collar
215306,blue
135798,bat
163605,no
189766,sitting
74296,cows
129154,no
19418,catching
359973,9
125784,yes
229661,phone
47610,yes
152476,black
14727,tennis
70520,helmets
305799,1
378130,water
43703,yes
164417,no
374750,yes
72343,both
248769,white
50321,granite
341080,1
320839,checkered
245321,down
26386,yes
86577,broccoli
77903,2
277325,sandwich
30969,yes
195560,blue
125680,diamond
387348,1
140639,yes
210324,10
129233,nothing
15312,no
368145,white
331257,yes
88544,right
191000,apple
117050,yes
31008,green
95994,no
87827,no
186831,2
9562,no
243996,no
103323,5
103947,floor
30104,yes
242831,no
13488,ski
207259,kitchen
160593,yes
281808,orange juice
190,no
94405,sandwich
24797,yes
358843,no
107469,cheese
164687,brown
241634,2
190917,skateboard
340929,driving
83953,stop
265082,yes
141926,carpet
140572,black and white
117121,night
165303,5
77624,0
11574,yes
323290,3
277837,no
12949,no
380096,no
364917,5
207638,2
365588,right
217328,no
341341,yes
354038,reflection
271407,no
184706,white
112572,people
388183,no
85327,cat
245107,couch
16408,toast
261492,white
236658,no
34119,yes
319015,couch
382268,green
328293,yes
317421,24
109045,nothing
74242,no
30912,home
387420,girl
48495,no
318856,10
58359,umbrella
367288,no
253754,flying kite
202318,1
180185,yes
132832,3
360024,man
141881,family
100794,yes
211952,3
269381,yes
190462,no
159107,black and white
271608,2
193302,surfboard
346576,yes
134018,closed
132611,frisbee
98077,no
203386,1
7915,yes
381446,3
149853,2
158440,no
62830,yes
165897,no
291331,eating
267007,tennis
21194,2
166055,yes
288397,no
54281,3
44876,no
246360,yes
166973,yes
262138,sandwich
22116,no
249263,hair
285298,3
214742,1
146279,man
10218,no
38378,tennis racket
218570,snowboarding
95621,yes
265546,soccer
383507,10
321381,wii controller
259028,sailboat
118206,yes
170154,red
240096,frisbee
289026,beans
13187,book
329889,yes
316818,kites
256057,snowboarding
156573,0
346001,hands
325323,blue
74791,yes
89371,skiing
34459,water
315086,train
212305,red
226331,blue
178092,male
368020,cat
195415,right
163786,walking
39188,yes
226633,yes
326398,no
64862,yes
281483,laying
358013,yes
76239,tomato
257278,usa
331613,strawberries
243789,4
101313,no
205964,beer
297114,eating
236020,yes
253758,no
64527,mouse
144881,yes
111465,no
79288,1
288712,yes
387985,gray
208066,yes
329242,beer
254262,lab
295314,no
139010,26
60280,train
305636,1
298813,no
28394,kite
378204,1
370957,cheese
5828,green
93660,frisbee
201193,0
70398,blue
55258,no
169781,yes
171820,blue
270797,1
66976,no
188445,no
385446,no
152346,horse
66873,6
290121,yes
100642,2
269739,yes
385534,brown
127009,yes
381417,tower
188577,yes
270925,1
73349,stop
94326,banana
188063,6
109011,walking
78963,no
253511,yes
108272,white
291899,yes
281116,black
184268,8
81699,typing
346707,1
86056,no
340499,silver
225182,yes
125275,kitchen
366466,trees
220789,yes
16464,brown
227022,no
343809,no
353979,solid
272684,no
169235,yes
263979,4
130407,nowhere
64707,no
70027,paddle
155082,yes
317738,yes
258638,green
214416,yes
220561,kitchen
291610,nothing
36896,green
23500,9
21066,no
370365,duck
168131,no
241910,yes
13757,lot
69976,lot
336609,skiing
309919,26
252285,1
251497,pink
49497,6
133478,yes
91384,wood
331981,no
210617,yes
125582,blue
61385,2
385557,cake
257639,2
304146,left
208091,pizza
63110,yes
368285,no
89999,brown
46606,giraffe
277684,no
215699,2
169144,yes
243555,no
83664,green
227334,no
135253,napkin
288853,pink
55653,20
203845,white
163500,yes
381126,yes
227560,corn
255425,13
266255,100
2916,white
299237,no
170194,1
93725,no
98588,no
277885,child
322518,3
210589,0
120222,fire hydrant
194870,couch
270787,triangle
46414,phone
279516,4
127013,yes
338681,gray
219687,no
275443,no
153323,blue
298218,house
312457,white and red
128688,no
119920,1
226147,1
111472,park
174511,oranges
267490,no
22737,no
292977,no
279753,apple
236461,no
285515,2
47847,sandwiches
126528,yes
65300,beach
174325,white
245991,cigarette
306728,no
123674,yes
128905,yes
361017,water
228235,racing
29783,woman
304835,orange
125170,no
378322,open
173437,trees
250142,2
57451,no
179124,3
243648,sandwich
210416,no
66387,laptop
17040,no
15887,yes
264300,yes
175769,brown
291269,no
358285,dessert
308267,sink
335880,red
342336,wire
120901,yellow
20185,yes
20282,yes
12524,roof
17183,no
336835,yes
360818,black
208966,yes
346318,no
160830,metal
283637,donut
179349,yes
185377,white
215947,2
300833,yellow
99612,brown
303217,no
275557,nothing
377888,8
92808,2
246237,yes
170014,no
258865,city
142018,square
381723,2
108869,white
310733,baseball cap
244308,usa
191593,black
168041,kitchen
349382,white
324477,no
64062,yes
117101,yes
131778,no
37215,yes
235224,12
104915,frisbee
197166,yes
3894,skateboard
125067,yes
194218,green
142910,no
141424,china
287308,electricity
141219,yes
94483,refrigerator
357302,skiing
63,computer
92442,2
160680,yes
106118,2
373970,0
253324,no
267116,1
374437,water
161738,no
122136,train
131592,red
119720,yes
217085,rocks
290488,chicken
171081,frosting
95725,white
229100,grass
27871,5
191603,yes
333980,frisbee
217473,lettuce
323530,yes
239574,yes
102905,2
18472,clouds
359129,yes
225520,nike
163688,no
305867,black
136916,ground
382377,cooking
222983,yes
269512,blue
289846,no
306394,30
87836,no
94087,right
79943,yes
29685,yes
5880,white
372344,yes
137962,no
139888,30
348534,no
89685,no
356114,yes
312433,frisbee
38729,brown
263054,skiing
105261,yes
243539,yellow
193176,no
155431,no
82767,yes
381189,yes
97605,blue
117717,no
232929,no
163234,middle
266821,12
186666,no
259137,1
307355,white
265457,white
59860,laptop
164454,frisbee
35091,yes
168795,yes
331657,black
120307,yes
217445,9
140134,people
2551,no
53613,umbrella
30223,yes
372813,no
211182,yes
170229,pizza
288607,yes
370746,yes
204820,train
256310,protection
263744,no
283683,juice
284376,yes
85476,no
8399,no
226387,hat
342214,no
125675,no
101846,no
220924,1
134954,parade
41856,natural
300094,no
142687,visor
92875,1
54897,no
120830,no
267329,yes
191253,suitcase
210520,yes
102919,no
10751,fruit
247890,2
164839,knife
352781,2
334958,no
316980,3
75290,yes
194703,no
187246,beer
136177,no
117374,yes
51393,yes
217699,yes
5662,no
141928,no
218483,no
201051,surfing
253179,trees
306246,yes
67786,surfing
198497,dog
365240,yes
194514,yes
20119,yes
228156,yes
88072,no
348464,bathroom
311063,yes
41614,cloudy
105406,3
266573,cabinet
66854,yes
284296,no
19973,no
73832,mountain
119557,no
27914,yes
360026,food
210954,yes
147555,yes
220830,yes
225016,no
47132,yellow
163057,no
10820,clean
272237,yes
276724,no
46714,yes
17435,yes
238027,pizza
47963,bathroom
346183,yes
130510,no
161757,white
124419,yes
20850,0
345994,no
145224,no
220397,cooking
386374,no
261928,no
333297,no
175522,no
18316,no
5424,yes
320546,1
216981,kitchen
211690,sunny
386380,samsung
252303,yes
85557,no
376759,house
267181,yes
315130,5
307859,0
234962,yes
231062,wedding
153047,yes
36455,sheep
378834,no
148375,chair
384110,hat
309444,white
341967,yes
262523,3
245345,silver
162966,2
112923,yellow
359996,surfing
31497,overcast
377097,bench
322646,yes
250543,no
56651,yes
126972,black
328956,kitchen
208812,no
35275,3
162933,helmet
262614,no
356306,white and blue
53317,no
166790,white
145674,1
225482,shower
216441,no
127157,no
17374,no
282766,no
41591,tie
133068,collar
35879,yes
156225,yes
81970,street
10359,coca cola
33482,no
233219,no
74842,remote
264796,yes
218208,yes
377880,bicycle
133348,double decker
47139,no
181459,yes
183193,paddle
292269,left
95163,3
37900,yes
151732,no
42893,yes
85353,a
208900,no
198302,right
203390,chocolate
356131,yes
127855,twin
16903,banana
359615,yes
213173,yes
178988,clothes
66785,yes
253512,yellow and blue
42981,fruit
261500,brown
157840,snow
319046,cows
117405,no
277585,no
56214,1
312140,oak
387193,yes
233473,0
56247,no
81440,no
116410,italy
98247,6
179630,9
25899,yes
136842,blue
291608,2
141635,2
82216,yes
256381,bike
160044,usa
81920,baseball
230951,no
346420,black
33309,outside
383630,no
317211,12
103460,ski
58530,none
24602,yes
232738,yes
243404,28
294177,mustard
291225,3
180212,no
343312,no
62623,white
62,yes
353607,cat
49220,no
159789,no
127351,horses
383157,glasses
2529,2
237479,no
9894,black
85930,green
285294,plaid
251699,bus
200238,skateboarding
43475,motorcycle
294572,yes
273888,yes
50801,2
228691,no
240184,yes
74704,no
355240,dodgers
88414,no
151704,orange
166316,yes
58157,no
11897,none
37937,yes
119633,yes
173534,squares
77497,9
163094,yes
51497,yes
142538,home
355555,no
256584,1
73013,no
219921,street
306971,surfing
270712,train
183317,4
309810,no
212625,nothing
285473,yes
282104,windows
107804,no
122369,yes
60627,no
293524,yes
82377,1
224252,3
102055,yes
54087,3
169780,eating
282316,black
316663,no
45203,yes
239236,yes
50537,yes
352331,lettuce
114123,no
369101,tennis
197377,yes
257918,no
349390,5
386399,no
248599,3
237836,yes
319076,yes
142435,no
100135,no
83512,no
251660,yes
227322,3
186322,red and white
238288,yes
284715,bird
282458,black
368837,yes
249060,no
233539,no
217234,yes
26489,no
16009,no
49651,no
202349,13
221042,beef
289002,kitchen
243659,jumping
344133,no
354980,adult
98202,no
208960,cat
168603,baseball field
237854,6
355503,umpire
100214,1
127504,catching frisbee
339157,no
354308,tv
246345,truck
277666,cooking
259866,4
237799,frisbee
107454,no
137954,2
28074,yes
201187,standing
140969,no
78511,white
80946,hit ball
283182,surfboard
124802,watermelon
325266,no
303892,4
16630,yes
286513,yes
329841,building
297822,yes
185224,no
30808,3
76481,snowboard
283203,no
334474,2
303339,10
74274,tree
269720,purple
348604,yes
26284,man
326341,snowboarding
60809,yes
152227,blue
327823,shoes
52609,yes
132223,no
296319,no
182555,cake
1162,basket
25577,motorcycle
35113,2
150968,yes
297053,leaves
356836,1
264703,soccer
358261,yes
246250,no
1501,yes
378919,no
334138,2
191312,1
85811,30
121550,yes
194467,yes
273386,no
24945,cutting board
240197,circle
54513,wood
219461,yes
286224,yes
81150,no
379277,no
296406,white
235317,california
14184,no
128836,no
124893,red and blue
314772,graffiti
311756,no
372385,yes
162374,none
365134,skiing
272942,cake
251570,no
348725,banana
315170,7
245606,8
169508,ski poles
176692,1
126370,no
168216,2
250386,no
179916,picture
168550,0
279218,no
176698,yes
149866,yes
141090,no
254958,lighthouse
90473,brush
361661,white
270063,no
71703,restaurant
114682,2
98181,no
40169,brown
189649,water
21926,floral
208804,yes
360983,yes
370620,umbrellas
345078,parking lot
242646,person
99887,29
93277,no
359982,no
148391,orange
227531,yes
229978,black
183690,no
95783,living room
216532,yes
23100,meat
382223,frisbee
60336,yes
99187,bed
325930,yes
249180,yes
215515,brown
278503,yes
143270,flying kite
94719,yes
161793,yes
231827,yes
337994,yes
172199,yes
248601,yes
378410,brown
64713,no
150051,yes
65573,yes
15083,medium
286190,yes
86156,no
176176,overcast
